customer_id,customer_name,email,registration_date,customer_type
CUST00376,Joshua Oconnell,shannonford@example.org,2023-11-15,VIP
CUST00377,Michael Mckenzie,lewismelissa@example.org,2023-11-16,REGULAR
CUST00378,Tracy Foster,byrdjorge@example.org,2023-08-15,REGULAR
CUST00379,Sarah Hawkins,codygarcia@example.org,2024-01-02,PREMIUM
CUST00380,Ronald Haas,jamesmorales@example.net,2026-03-03,PREMIUM
CUST00381,Angela Willis,johnsoncaleb@example.net,2025-05-16,REGULAR
CUST00382,Anna Boone,david70@example.org,2025-12-05,REGULAR
CUST00383,Nathaniel Crawford,lvega@example.com,2024-05-26,REGULAR
CUST00384,Denise Griffin,austinharvey@example.org,2026-03-29,PREMIUM
CUST00385,Jason Pierce,millerpatrick@example.com,2024-05-02,REGULAR
CUST00386,Rebecca Wright,mayokimberly@example.com,2025-07-12,REGULAR
CUST00387,Kari Durham,paul20@example.com,2026-01-10,VIP
CUST00388,Steven Osborne,stokesthomas@example.com,2025-12-21,REGULAR
CUST00389,Dr. Ariel Sandoval MD,gallagherstacie@example.net,2025-02-20,PREMIUM
CUST00390,Ryan Bruce,joelstewart@example.net,2026-06-15,PREMIUM
CUST00391,Kevin Warner,stacey92@example.net,2024-04-15,REGULAR
CUST00392,Rita Waller,gregory01@example.org,2024-06-23,VIP
CUST00393,Alicia Woods,samantha32@example.com,2024-03-29,REGULAR
CUST00394,Sarah Morris,hernandezjanet@example.org,2023-12-17,VIP
CUST00395,Shannon Yu,janet69@example.org,2024-12-01,PREMIUM
CUST00396,Chad Moore,fconner@example.net,2024-11-01,REGULAR
CUST00397,Wayne Steele,jeffrey92@example.com,2024-10-16,REGULAR
CUST00398,Elizabeth Thompson,rushstacy@example.com,2025-11-25,REGULAR
CUST00399,Lance Mccall,daniellegarcia@example.com,2024-02-01,REGULAR
CUST00400,Blake Reed,gary15@example.com,2023-07-15,REGULAR
CUST00401,David Jones,kristin00@example.com,2025-05-08,REGULAR
CUST00402,Tracy Wilkerson,wmacias@example.net,2025-01-31,REGULAR
CUST00403,John Shields,franciscojones@example.org,2024-09-28,REGULAR
CUST00404,Dean Garcia,george62@example.net,2023-10-22,REGULAR
CUST00405,Stephanie Davis,bbush@example.net,2024-03-10,REGULAR
CUST00406,Jessica Brown,jamie36@example.net,2025-11-04,REGULAR
CUST00407,Monica Baker,kenneth10@example.com,2025-12-02,PREMIUM
CUST00408,Katherine Brown,pattersonkelly@example.net,2026-02-23,PREMIUM
CUST00409,Christina Johnson,daniellerowland@example.com,2023-12-24,PREMIUM
CUST00410,James Burns,christopher86@example.org,2025-01-24,PREMIUM
CUST00411,Jaclyn Griffin,scott43@example.com,2025-11-20,VIP
CUST00412,Paul Contreras,barnettlindsey@example.com,2025-12-30,REGULAR
CUST00413,Antonio Hughes,rsheppard@example.com,2025-12-03,REGULAR
CUST00414,Karen Miller,shawrachel@example.net,2026-05-15,PREMIUM
CUST00415,Mrs. Tiffany Cole,teresastokes@example.org,2023-09-02,REGULAR
CUST00416,William Graham,maryscott@example.net,2023-10-10,PREMIUM
CUST00417,Justin Arnold,april09@example.net,2025-09-16,PREMIUM
CUST00418,Ashley Hernandez,buckleyanna@example.org,2024-09-14,REGULAR
CUST00419,Sheryl Humphrey,patrick79@example.net,2025-07-01,REGULAR
CUST00420,Donald Thomas,vwilliams@example.net,2024-07-01,PREMIUM
CUST00421,John Adams,andrew44@example.com,2025-07-30,PREMIUM
CUST00422,Melinda Compton,dennismccann@example.com,2024-11-07,REGULAR
CUST00423,Jason Brewer,scottmcintyre@example.com,2025-07-19,PREMIUM
CUST00424,Sharon Nicholson,cameronmckinney@example.com,2024-01-24,PREMIUM
CUST00425,Kelly Carroll,jameswhitaker@example.org,2024-07-19,REGULAR
CUST00426,Anthony Ward,joshuacolon@example.net,2025-03-05,VIP
CUST00427,Becky Johnson,tracy72@example.com,2025-12-25,PREMIUM
CUST00428,Hailey Monroe,kaitlyn14@example.org,2025-02-17,REGULAR
CUST00429,Scott Chan,mercedesholland@example.net,2024-05-14,PREMIUM
CUST00430,Jason Smith,wellsdavid@example.org,2026-01-16,PREMIUM
CUST00431,Courtney Franklin,jennifer46@example.com,2024-12-20,REGULAR
CUST00432,Daniel Turner,asilva@example.net,2026-04-21,REGULAR
CUST00433,Sara Hoffman,kenneth17@example.org,2024-12-01,REGULAR
CUST00434,Margaret Hensley MD,jacob83@example.org,2026-01-15,REGULAR
CUST00435,Francisco Taylor,rioswhitney@example.com,2025-04-08,REGULAR
CUST00436,Norman Aguilar,matthewreeves@example.net,2025-10-05,PREMIUM
CUST00437,Karen Shepard,william28@example.org,2024-09-26,REGULAR
CUST00438,Carl Green,staceylam@example.net,2023-11-13,REGULAR
CUST00439,Daniel Savage,vfrench@example.com,2024-08-05,REGULAR
CUST00440,Julie Wilson,delacruzbrandy@example.net,2023-10-16,REGULAR
CUST00441,Cory Wilson,amoreno@example.org,2024-02-17,VIP
CUST00442,Curtis Ortiz,tthomas@example.org,2023-10-31,REGULAR
CUST00443,Mr. Christopher Walters,hayesjason@example.org,2025-12-09,REGULAR
CUST00444,Katherine Gallagher,andersonryan@example.com,2025-03-15,PREMIUM
CUST00445,John Smith,jessicadodson@example.com,2025-09-29,REGULAR
CUST00446,Michael Sims,jeremywiley@example.com,2024-01-14,REGULAR
CUST00447,Jonathan Torres,colonkenneth@example.com,2025-06-05,REGULAR
CUST00448,Linda Morgan,matthewvalenzuela@example.com,2024-04-15,REGULAR
CUST00449,Terry Burnett,perezjessica@example.org,2024-05-21,VIP
CUST00450,Leah Jackson,jennifer06@example.net,2024-07-29,VIP
CUST00451,Lisa Wheeler,stanleydesiree@example.org,2023-09-10,REGULAR
CUST00452,Jennifer James,thomas23@example.net,2026-05-28,PREMIUM
CUST00453,Elizabeth Stanley,cindy26@example.org,2025-08-30,REGULAR
CUST00454,Autumn Wilson,jimenezchelsea@example.com,2025-09-17,REGULAR
CUST00455,Heather Ortiz,benjamincrawford@example.org,2026-06-01,REGULAR
CUST00456,Erin Smith,meadowsmary@example.net,2025-08-03,PREMIUM
CUST00457,Brandon Hunt,conwaydawn@example.com,2024-09-29,PREMIUM
CUST00458,Anthony Li,phelpsmichael@example.net,2024-10-25,PREMIUM
CUST00459,Brian York,smithdevon@example.net,2024-03-18,PREMIUM
CUST00460,Steven Friedman,natalie15@example.com,2024-04-07,PREMIUM
CUST00461,James Bryant,evaughn@example.com,2026-03-31,PREMIUM
CUST00462,Carol Anderson,jarvismegan@example.org,2025-04-04,REGULAR
CUST00463,Karen Carroll,ywhite@example.com,2026-02-01,PREMIUM
CUST00464,Michael Roberson,timothyfreeman@example.com,2025-05-12,REGULAR
CUST00465,Dennis Edwards,tiffanysantiago@example.com,2025-09-11,REGULAR
CUST00466,Mercedes Davis,timothyalvarado@example.net,2025-02-14,REGULAR
CUST00467,Ronald Mcclain,smithsarah@example.net,2025-06-26,REGULAR
CUST00468,Sheila Jones,vflores@example.com,2023-09-14,PREMIUM
CUST00469,Krista Gray,christianwallace@example.net,2025-05-24,PREMIUM
CUST00470,Jonathan Stewart,bmcgee@example.org,2025-03-15,PREMIUM
CUST00471,Justin Smith,connersylvia@example.net,2024-10-13,REGULAR
CUST00472,Kristina Pena,xclements@example.org,2024-06-08,VIP
CUST00473,Evelyn Saunders,xmoran@example.net,2025-05-30,VIP
CUST00474,Peter Walker,michael48@example.net,2025-01-28,PREMIUM
CUST00475,Amber Martin,lydianewton@example.com,2023-12-11,VIP
CUST00476,Craig Martinez,ylewis@example.org,2024-12-03,REGULAR
CUST00477,Jason House,bartonshannon@example.net,2025-12-29,REGULAR
CUST00478,Brandy Porter,tranryan@example.net,2025-07-17,REGULAR
CUST00479,Priscilla Kent,jessicaanderson@example.com,2026-04-14,PREMIUM
CUST00480,Sonya Gordon,mbarnes@example.net,2024-07-17,PREMIUM
CUST00481,Victor Waller,iballard@example.com,2026-01-18,REGULAR
CUST00482,Nicole Evans,jennifer83@example.org,2024-05-18,REGULAR
CUST00483,Donna Reed,tinasantos@example.org,2025-08-18,REGULAR
CUST00484,Mallory Page,anna99@example.net,2025-04-06,REGULAR
CUST00485,Stephanie Ferguson,hstokes@example.org,2023-08-06,PREMIUM
CUST00486,Anthony Brown,karen24@example.net,2024-07-21,REGULAR
CUST00487,Antonio Mueller,karenjohnson@example.com,2023-12-04,REGULAR
CUST00488,Megan Hoffman,juliahoffman@example.org,2025-08-29,REGULAR
CUST00489,Rebecca Roberts,housepaul@example.net,2024-10-25,REGULAR
CUST00490,Amy Manning,christinenorman@example.com,2024-06-12,REGULAR
CUST00491,Michele Holland,kimberlybrandt@example.com,2025-05-25,PREMIUM
CUST00492,Michael Lopez,jillwilson@example.org,2025-04-23,VIP
CUST00493,Dennis Martin,adam72@example.org,2024-02-21,PREMIUM
CUST00494,Linda Ayala,tracy98@example.com,2023-10-19,REGULAR
CUST00495,Emily Robinson,abigailhartman@example.org,2025-04-04,REGULAR
CUST00496,Jennifer Bailey,elizabethrivera@example.com,2024-06-01,VIP
CUST00497,Lisa Wells,wilsonmichael@example.org,2026-03-21,REGULAR
CUST00498,Lisa Haley,patrick16@example.com,2025-10-14,VIP
CUST00499,Allison Black,willie87@example.com,2023-09-04,REGULAR
CUST00500,Matthew Flores,vaughangary@example.net,2025-10-03,REGULAR
CUST00501,Austin Santiago,michellecoleman@example.org,2024-05-12,REGULAR
CUST00502,Michele Cherry,elucas@example.net,2026-05-28,REGULAR
CUST00503,Joe Rivera,jonesgregory@example.com,2025-11-10,PREMIUM
CUST00504,Roberto Bartlett,ohughes@example.com,2025-04-30,PREMIUM
CUST00505,James Wilson,maychristine@example.net,2025-12-23,REGULAR
CUST00506,Ryan Howard,robertsgina@example.net,2023-11-09,PREMIUM
CUST00507,Timothy James,wellsamanda@example.org,2025-02-24,REGULAR
CUST00508,Sarah Phillips,kennetheaton@example.net,2026-03-30,REGULAR
CUST00509,Travis Spencer,davidsmith@example.net,2025-03-01,REGULAR
CUST00510,Theresa Torres,jason82@example.org,2024-04-08,PREMIUM
CUST00511,Ruben Lee,emilybradley@example.org,2025-10-27,REGULAR
CUST00512,Joshua Roberts,kingjames@example.net,2025-07-23,REGULAR
CUST00513,Heather Lambert,craigharvey@example.org,2024-11-02,REGULAR
CUST00514,Mr. Matthew Steele,arianadiaz@example.com,2025-04-23,REGULAR
CUST00515,Erik Floyd,xhill@example.org,2026-05-18,PREMIUM
CUST00516,Sherry Ford,kim78@example.org,2024-03-27,REGULAR
CUST00517,Angela Ramirez,patriciagonzalez@example.net,2026-02-25,REGULAR
CUST00518,Bernard Smith,hessbeth@example.net,2024-05-23,REGULAR
CUST00519,Kristen Stephens,jvaldez@example.com,2025-02-26,PREMIUM
CUST00520,Raymond Quinn,dennis88@example.org,2025-03-05,PREMIUM
